Area Code (M49),Area,Year,avg_income_small,avg_income_large,small_scale_productivity,large_scale_productivity,undernourished_people,food_insecurity_people,local_breed,agriculture_gdp,agriculture_government,agriculture_orientation_government,ifpa_food_cpi
404,Kenya,2013,,,,,8.4,,27.0,18.62,3.26,0.18,-0.39
404,Kenya,2014,,,,,8.6,,27.0,18.35,2.7,0.15,-0.32
404,Kenya,2015,,,,,9.6,13900.8,27.0,19.47,1.75,0.09,0.9
404,Kenya,2016,,,,,10.5,15489.900000000001,27.0,20.03,1.54,0.08,0.41
404,Kenya,2017,,,,,11.3,17737.699999999997,27.0,20.89,1.77,0.08,0.26
404,Kenya,2018,,,,,11.3,19310.5,27.0,20.31,1.7,0.08,-2.2
404,Kenya,2019,,,,,11.9,20885.7,27.0,20.86,1.84,0.09,0.45
404,Kenya,2020,,,,,13.5,22077.3,27.0,22.62,2.14,0.09,0.2
404,Kenya,2021,,,,,16.5,23624.8,27.0,22.43,2.48,0.11,0.1
404,Kenya,2022,,,,,18.7,24503.0,32.0,22.1,2.24,0.1,0.59
404,Kenya,2023,,,,,,,32.0,,,,-0.32
404,Kenya,2024,,,,,,,32.0,,,,
408,Democratic People's Republic of Korea,2000,,,,,,,,,,,
408,Democratic People's Republic of Korea,2001,,,,,8.5,,,30.36,,,
408,Democratic People's Republic of Korea,2002,,,,,8.3,,,30.22,,,
408,Democratic People's Republic of Korea,2003,,,,,7.8,,,27.23,,,
408,Democratic People's Republic of Korea,2004,,,,,8,,,26.75,,,
408,Democratic People's Republic of Korea,2005,,,,,8.3,,,25.01,,,
408,Democratic People's Republic of Korea,2006,,,,,9,,1.0,23.3,,,
408,Democratic People's Republic of Korea,2007,,,,,9.5,,1.0,21.22,,,
408,Democratic People's Republic of Korea,2008,,,,,9.9,,1.0,21.56,,,
408,Democratic People's Republic of Korea,2009,,,,,10.2,,1.0,20.93,,,
408,Democratic People's Republic of Korea,2010,,,,,10.3,,1.0,20.83,,,
408,Democratic People's Republic of Korea,2011,,,,,10.3,,1.0,23.05,,,
408,Democratic People's Republic of Korea,2012,,,,,10.4,,1.0,23.38,,,
408,Democratic People's Republic of Korea,2013,,,,,10.5,,1.0,22.39,,,
408,Democratic People's Republic of Korea,2014,,,,,10.7,,1.0,21.84,,,
408,Democratic People's Republic of Korea,2015,,,,,10.9,,1.0,21.65,,,
408,Democratic People's Republic of Korea,2016,,,,,11.2,,1.0,21.69,,,
408,Democratic People's Republic of Korea,2017,,,,,11.7,,1.0,22.83,,,
408,Democratic People's Republic of Korea,2018,,,,,11.6,,1.0,23.28,,,
408,Democratic People's Republic of Korea,2019,,,,,,,1.0,21.24,,,
408,Democratic People's Republic of Korea,2020,,,,,,,1.0,22.37,,,
408,Democratic People's Republic of Korea,2021,,,,,,,1.0,23.8,,,
408,Democratic People's Republic of Korea,2022,,,,,,,1.0,23.82,,,
408,Democratic People's Republic of Korea,2023,,,,,,,1.0,,,,
408,Democratic People's Republic of Korea,2024,,,,,,,1.0,,,,
410,Republic of Korea,2000,,,,,,,6.0,,,,
410,Republic of Korea,2001,,,,,,,7.0,3.57,5.7,1.6,
410,Republic of Korea,2002,,,,,1.2,,7.0,3.21,5.18,1.62,
410,Republic of Korea,2003,,,,,1.2,,8.0,2.96,4.91,1.66,
410,Republic of Korea,2004,,,,,,,8.0,2.96,4.44,1.5,
410,Republic of Korea,2005,,,,,,,8.0,2.62,4.5,1.72,
410,Republic of Korea,2006,,,,,,,48.0,2.5,5.1,2.04,
410,Republic of Korea,2007,,,,,,,48.0,2.28,4.8,2.1,
410,Republic of Korea,2008,,,,,,,48.0,2.14,4.71,2.2,
410,Republic of Korea,2009,,,,,,,48.0,2.24,4.25,1.9,
410,Republic of Korea,2010,,,,,,,48.0,2.14,4.47,2.09,1.06
410,Republic of Korea,2011,,,,,,,48.0,2.21,4.76,2.15,0.23
410,Republic of Korea,2012,,,,,,,48.0,2.19,4.27,1.95,-0.38
410,Republic of Korea,2013,,,,,,,48.0,2.1,4.07,1.94,-0.98
410,Republic of Korea,2014,,,,,,,48.0,2.06,3.72,1.81,-0.63
410,Republic of Korea,2015,,,,,,2110.5,48.0,2.0,4.13,2.06,-0.03
410,Republic of Korea,2016,,,,,,2216.9,48.0,1.86,4.04,2.17,0.08
410,Republic of Korea,2017,,,,,,2397.8,48.0,1.85,4.0,2.16,-0.14
410,Republic of Korea,2018,,,,,,2322.6,48.0,1.75,4.05,2.32,0.1
410,Republic of Korea,2019,,,,,,2296.2,48.0,1.67,3.41,2.04,-0.62
410,Republic of Korea,2020,,,,,,2423.7,50.0,1.77,3.17,1.8,1.08
410,Republic of Korea,2021,,,,,,2538.1,50.0,1.79,3.16,1.76,0.61
410,Republic of Korea,2022,,,,,,2606.0,50.0,1.59,,,-0.32
410,Republic of Korea,2023,,,,,,,50.0,,,,0.16
410,Republic of Korea,2024,,,,,,,51.0,,,,
414,Kuwait,2001,,,,,<0.1,,,0.45,0.81,1.81,
414,Kuwait,2002,,,,,,,,0.52,0.68,1.3,
414,Kuwait,2003,,,,,,,,0.46,0.78,1.71,
414,Kuwait,2004,,,,,,,,0.4,0.7,1.74,
414,Kuwait,2005,,,,,,,,0.3,0.83,2.77,
414,Kuwait,2006,,,,,,,,0.23,0.75,3.2,
414,Kuwait,2007,,,,,,,,0.21,0.69,3.22,
414,Kuwait,2008,,,,,,,,0.16,0.85,5.33,
414,Kuwait,2009,,,,,,,,0.26,0.71,2.72,
414,Kuwait,2010,,,,,,,,0.45,0.59,1.31,2.36
414,Kuwait,2011,,,,,,,,0.44,0.55,1.25,0.44
414,Kuwait,2012,,,,,,,,0.36,0.78,2.17,-0.11
414,Kuwait,2013,,,,,,,,0.35,0.58,1.65,-0.37
414,Kuwait,2014,,,,,,,,0.45,0.68,1.52,-0.72
414,Kuwait,2015,,,,,,406.5,,0.54,0.56,1.04,-0.4
414,Kuwait,2016,,,,,,406.6,,0.52,0.61,1.18,-1.26
414,Kuwait,2017,,,,,,414.2,,0.52,0.66,1.25,-1.25
414,Kuwait,2018,,,,,,426.9,,0.45,0.65,1.45,-0.22
414,Kuwait,2019,,,,,,435.1,,0.38,0.63,1.65,0.02
414,Kuwait,2020,,,,,,430.1,,0.46,0.63,1.38,1.65
414,Kuwait,2021,,,,,,380.79999999999995,,0.43,0.63,1.46,1.98
414,Kuwait,2022,,,,,,,,0.32,0.63,1.95,0.75
414,Kuwait,2023,,,,,,,,,,,0.35
417,Kyrgyzstan,2000,,,,,,,9.0,,,,
417,Kyrgyzstan,2001,,,,,0.7,,9.0,34.53,4.18,0.12,
417,Kyrgyzstan,2002,,,,,0.6,,15.0,34.4,4.2,0.12,
417,Kyrgyzstan,2003,,,,,0.5,,16.0,33.61,3.97,0.12,
417,Kyrgyzstan,2004,,,,,0.4,,16.0,29.9,4.09,0.14,
417,Kyrgyzstan,2005,,,,,0.4,,16.0,28.48,3.78,0.13,
417,Kyrgyzstan,2006,,,,,0.5,,26.0,28.67,4.99,0.17,
417,Kyrgyzstan,2007,,,,,0.5,,26.0,26.87,3.01,0.11,
417,Kyrgyzstan,2008,,,,,0.5,,26.0,23.48,1.67,0.07,
417,Kyrgyzstan,2009,,,,,0.4,,26.0,18.76,1.56,0.08,
417,Kyrgyzstan,2010,,,,,0.4,,26.0,17.45,1.37,0.08,0.05
417,Kyrgyzstan,2011,,,,,0.4,,26.0,16.57,1.03,0.06,0.84
417,Kyrgyzstan,2012,,,,,0.4,,26.0,16.65,0.89,0.05,-0.9
417,Kyrgyzstan,2013,2503.11,7638.95,,,0.3,,26.0,14.64,1.47,0.1,-0.12
417,Kyrgyzstan,2014,,,,,0.3,,26.0,14.72,0.87,0.06,0.34
417,Kyrgyzstan,2015,,,,,0.4,,26.0,14.06,0.91,0.07,-0.59
417,Kyrgyzstan,2016,,,,,0.3,,26.0,12.83,0.87,0.07,-0.89
417,Kyrgyzstan,2017,,,,,0.3,255.0,26.0,12.51,0.89,0.07,0.2
417,Kyrgyzstan,2018,,,,,0.3,258.1,26.0,11.68,0.94,0.08,-0.31
417,Kyrgyzstan,2019,,,,,0.3,266.4,26.0,11.67,0.81,0.07,0.6
417,Kyrgyzstan,2020,,,,,0.3,280.6,26.0,13.57,1.02,0.08,1.32
417,Kyrgyzstan,2021,,,,,0.4,295.7,26.0,13.78,0.94,0.07,1.04
417,Kyrgyzstan,2022,,,,,0.4,306.2,26.0,12.12,1.11,0.09,0.35
417,Kyrgyzstan,2023,,,,,,,26.0,,,,-0.5
417,Kyrgyzstan,2024,,,,,,,26.0,,,,
418,Lao People's Democratic Republic,2000,,,,,,,13.0,,,,
418,Lao People's Democratic Republic,2001,,,,,1.7,,13.0,31.36,1.8,0.06,
418,Lao People's Democratic Republic,2002,,,,,1.6,,13.0,30.78,1.81,0.06,
418,Lao People's Democratic Republic,2003,,,,,1.5,,13.0,29.57,1.81,0.06,
418,Lao People's Democratic Republic,2004,,,,,1.4,,15.0,28.03,1.8,0.06,
418,Lao People's Democratic Republic,2005,,,,,1.3,,15.0,26.27,1.8,0.07,
418,Lao People's Democratic Republic,2006,,,,,1.2,,16.0,25.59,1.79,0.07,
418,Lao People's Democratic Republic,2007,,,,,1.2,,16.0,23.83,1.8,0.08,
418,Lao People's Democratic Republic,2008,,,,,1.1,,16.0,22.96,1.83,0.08,
418,Lao People's Democratic Republic,2009,,,,,1.1,,16.0,23.31,1.83,0.08,
418,Lao People's Democratic Republic,2010,,,,,1,,16.0,22.02,1.8,0.08,-1.02
418,Lao People's Democratic Republic,2011,,,,,1,,16.0,20.81,1.78,0.09,0.02
418,Lao People's Democratic Republic,2012,,,,,0.9,,16.0,18.55,1.73,0.09,-0.62
418,Lao People's Democratic Republic,2013,,,,,0.8,,16.0,17.93,1.74,0.1,1.64
418,Lao People's Democratic Republic,2014,,,,,0.6,,16.0,17.85,1.91,0.11,-0.11
418,Lao People's Democratic Republic,2015,,,,,0.5,,16.0,17.59,2.03,0.12,0.19
418,Lao People's Democratic Republic,2016,,,,,0.5,,16.0,17.23,2.13,0.12,-0.2
418,Lao People's Democratic Republic,2017,,,,,0.5,,16.0,16.2,1.02,0.06,-1.8
418,Lao People's Democratic Republic,2018,,,,,0.5,,16.0,15.71,1.44,0.09,-1.12
418,Lao People's Democratic Republic,2019,,,,,0.5,1446.9,16.0,16.05,2.01,0.13,0.14
418,Lao People's Democratic Republic,2020,,,,,0.5,1595.6,16.0,16.48,1.99,0.12,0.4
418,Lao People's Democratic Republic,2021,,,,,0.4,1745.6,16.0,15.95,2.58,0.16,-1.14
418,Lao People's Democratic Republic,2022,,,,,0.4,1895.5,16.0,14.52,4.01,0.28,-0.56
418,Lao People's Democratic Republic,2023,,,,,,,16.0,,,,0.94
418,Lao People's Democratic Republic,2024,,,,,,,16.0,,,,
422,Lebanon,2000,,,,,,,1.0,,,,
422,Lebanon,2001,,,,,0.3,,1.0,4.27,0.27,0.06,
422,Lebanon,2002,,,,,0.4,,1.0,4.1,0.37,0.09,
422,Lebanon,2003,,,,,0.4,,1.0,3.9,0.28,0.07,
422,Lebanon,2004,,,,,0.5,,1.0,3.82,0.38,0.1,
422,Lebanon,2005,,,,,0.5,,1.0,3.58,0.31,0.09,
422,Lebanon,2006,,,,,0.5,,1.0,4.47,0.21,0.05,
422,Lebanon,2007,,,,,0.4,,1.0,4.89,0.25,0.05,
422,Lebanon,2008,,,,,0.4,,1.0,4.52,0.24,0.05,
422,Lebanon,2009,,,,,0.4,,1.0,3.95,0.24,0.06,
422,Lebanon,2010,,,,,0.3,,1.0,3.86,0.29,0.08,-0.98
422,Lebanon,2011,,,,,0.2,,1.0,3.8,0.27,0.07,-0.17
422,Lebanon,2012,,,,,0.2,,1.0,3.76,0.26,0.07,-0.68
422,Lebanon,2013,,,,,0.3,,1.0,3.96,0.26,0.07,-0.61
422,Lebanon,2014,,,,,0.3,,1.0,4.02,0.31,0.08,0.15
422,Lebanon,2015,,,,,0.4,,1.0,3.28,0.43,0.13,0.4
422,Lebanon,2016,,,,,0.4,,1.0,2.73,0.42,0.16,-0.46
422,Lebanon,2017,,,,,0.3,,1.0,2.79,0.34,0.12,-0.38
422,Lebanon,2018,,,,,0.3,636.5999999999999,1.0,3.23,0.26,0.08,-0.32
422,Lebanon,2019,,,,,0.4,884.4,1.0,3.17,0.22,0.07,0.28
422,Lebanon,2020,,,,,0.5,1191.1,1.0,8.94,0.23,0.03,17.24
422,Lebanon,2021,,,,,0.6,1475.7,1.0,4.07,0.2,0.05,3.28
422,Lebanon,2022,,,,,0.5,1594.6999999999998,1.0,4.29,,,0.31
422,Lebanon,2023,,,,,,,1.0,,,,-0.33
422,Lebanon,2024,,,,,,,1.0,,,,
426,Lesotho,2000,,,,,,,1.0,,,,
426,Lesotho,2001,,,,,,,1.0,8.27,4.42,0.53,
426,Lesotho,2002,,,,,,,1.0,6.46,4.16,0.64,
426,Lesotho,2003,,,,,,,1.0,6.3,3.78,0.6,
426,Lesotho,2004,,,,,,,1.0,6.06,4.3,0.71,
426,Lesotho,2005,,,,,,,2.0,5.7,3.31,0.58,
426,Lesotho,2006,,,,,,,10.0,5.04,2.84,0.56,
426,Lesotho,2007,,,,,,,10.0,4.89,3.41,0.7,
426,Lesotho,2008,,,,,,,10.0,4.9,3.5,0.71,
426,Lesotho,2009,,,,,,,10.0,5.5,2.98,0.54,
426,Lesotho,2010,,,,,,,10.0,4.86,3.25,0.67,-1.15
426,Lesotho,2011,,,,,,,10.0,4.54,3.18,0.7,0.2
426,Lesotho,2012,,,,,,,10.0,4.9,3.16,0.65,0.69
426,Lesotho,2013,,,,,,,10.0,5.06,3.19,0.63,-1.21
426,Lesotho,2014,,,,,,,10.0,3.96,3.18,0.8,-0.58
426,Lesotho,2015,,,,,,,10.0,3.78,3.18,0.84,0.8
426,Lesotho,2016,,,,,,,10.0,4.92,2.67,0.54,1.26
426,Lesotho,2017,,,,,,,10.0,4.96,2.97,0.6,-0.43
426,Lesotho,2018,,,,,,713.2,10.0,4.25,2.54,0.6,-0.78
426,Lesotho,2019,,,,,,759.6,10.0,4.37,2.28,0.52,0.02
426,Lesotho,2020,,,,,,806.2,10.0,5.03,2.55,0.51,1.68
426,Lesotho,2021,,,,,,852.2,10.0,4.22,2.32,0.55,0.2
426,Lesotho,2022,,,,,,862.5,12.0,3.51,,,-0.51
426,Lesotho,2023,,,,,,,12.0,,,,-0.02
426,Lesotho,2024,,,,,,,12.0,,,,
428,Latvia,2000,,,,,,,5.0,,,,
428,Latvia,2001,,,,,0.1,,5.0,4.41,2.79,0.63,
428,Latvia,2002,,,,,<0.1,,5.0,4.5,2.83,0.63,
428,Latvia,2003,,,,,<0.1,,7.0,3.94,2.83,0.72,
428,Latvia,2004,,,,,,,7.0,4.2,2.64,0.63,
428,Latvia,2005,,,,,,,7.0,3.72,2.37,0.64,
428,Latvia,2006,,,,,,,13.0,3.26,2.2,0.68,
428,Latvia,2007,,,,,,,13.0,3.28,2.75,0.84,
428,Latvia,2008,,,,,,,13.0,2.95,4.33,1.47,
428,Latvia,2009,,,,,,,13.0,3.21,2.81,0.87,
428,Latvia,2010,,,30.43,250.34,,,13.0,4.06,3.17,0.78,0.53
428,Latvia,2011,,,,,,,13.0,3.69,0.95,0.26,0.71
428,Latvia,2012,,,,,,,13.0,3.45,1.46,0.42,-0.24
428,Latvia,2013,,,30.44,292.07,,,14.0,3.17,1.02,0.32,0.0
428,Latvia,2014,,,,,,,14.0,3.54,1.33,0.38,-0.63
428,Latvia,2015,,,,,,,14.0,3.49,0.95,0.27,-0.58
428,Latvia,2016,,,33.96,338.17,,,14.0,3.26,1.09,0.34,0.27
428,Latvia,2017,,,,,,,14.0,3.55,1.14,0.32,0.78
428,Latvia,2018,,,,,,,14.0,3.59,1.04,0.29,-1.02
428,Latvia,2019,,,,,,,14.0,4.17,1.08,0.26,-0.05
428,Latvia,2020,,,34.53,414.38,,,18.0,4.34,1.31,0.3,0.66
428,Latvia,2021,,,,,,,18.0,4.11,1.09,0.27,-0.62
428,Latvia,2022,,,,,,,18.0,4.97,1.13,0.23,1.62
428,Latvia,2023,,,,,,,18.0,,,,0.97
428,Latvia,2024,,,,,,,18.0,,,,
430,Liberia,2001,,,,,1.1,,,75.29,,,
430,Liberia,2002,,,,,1.1,,,76.33,,,
430,Liberia,2003,,,,,1.1,,,76.44,,,
430,Liberia,2004,,,,,1.1,,,71.54,2.55,0.04,
430,Liberia,2005,,,,,1.1,,,57.2,1.34,0.02,
430,Liberia,2006,,,,,1.1,,,54.57,1.48,0.03,
430,Liberia,2007,,,,,1.2,,,54.37,3.37,0.06,
430,Liberia,2008,,,,,1.1,,,53.13,3.38,0.06,
430,Liberia,2009,,,,,1.2,,,57.4,2.56,0.04,
430,Liberia,2010,,,,,1.3,,,49.46,2.26,0.05,-0.04
430,Liberia,2011,,,,,1.5,,,48.44,3.02,0.06,0.34
430,Liberia,2012,,,,,1.6,,,55.82,1.97,0.04,0.36
430,Liberia,2013,,,,,1.6,,,64.98,0.99,0.02,0.07
430,Liberia,2014,,,,,1.6,,,79.69,1.07,0.01,-0.52
430,Liberia,2015,,,,,1.6,2110.2,,59.52,0.88,0.01,-0.07
430,Liberia,2016,,,,,1.6,2181.8999999999996,,64.42,,,-0.31
430,Liberia,2017,,,,,1.7,2240.8,,64.17,1.1,0.02,-1.69
430,Liberia,2018,,,,,1.7,,,64.49,0.94,0.01,-0.33
430,Liberia,2019,,,,,1.8,2338.1,,67.66,1.04,0.02,0.56
430,Liberia,2020,,,,,1.9,2400.6000000000004,,73.69,0.81,0.01,0.61
430,Liberia,2021,,,,,2,2489.8999999999996,,66.88,0.79,0.01,-0.88
430,Liberia,2022,,,,,2,2556.8999999999996,,65.49,0.72,0.01,-0.04
430,Liberia,2023,,,,,,,,,,,0.29
434,Libya,2000,,,,,,,1.0,,,,
434,Libya,2001,,,,,0.2,,1.0,6.4,,,
434,Libya,2002,,,,,0.2,,1.0,4.47,,,
434,Libya,2003,,,,,0.2,,1.0,3.63,,,
434,Libya,2004,,,,,0.3,,1.0,2.72,,,
434,Libya,2005,,,,,0.3,,1.0,2.08,,,
434,Libya,2006,,,,,0.3,,2.0,1.52,,,
434,Libya,2007,,,,,0.3,,2.0,1.54,,,
434,Libya,2008,,,,,0.4,,2.0,1.38,,,
434,Libya,2009,,,,,0.4,,2.0,2.16,,,
434,Libya,2010,,,,,0.4,,2.0,1.8,,,-0.86
434,Libya,2011,,,,,0.4,,2.0,3.06,,,-1.09
434,Libya,2012,,,,,0.4,,2.0,1.82,,,-1.56
434,Libya,2013,,,,,0.4,,2.0,2.42,,,0.13
434,Libya,2014,,,,,0.4,,2.0,3.52,,,0.57
434,Libya,2015,,,,,0.5,1229.4,2.0,4.39,,,0.95
434,Libya,2016,,,,,0.5,1334.7,2.0,4.61,,,-0.09
434,Libya,2017,,,,,0.5,1460.3,2.0,3.87,,,1.19
434,Libya,2018,,,,,0.6,1607.1999999999998,2.0,3.66,,,0.14
434,Libya,2019,,,,,0.6,1716.8,2.0,4.09,,,-0.66
434,Libya,2020,,,,,0.7,1847.0,3.0,3.87,,,-0.44
434,Libya,2021,,,,,0.8,1906.6,11.0,3.87,,,-0.16
434,Libya,2022,,,,,0.8,1849.5,11.0,3.64,,,-0.23
434,Libya,2023,,,,,,,11.0,,,,-0.04
434,Libya,2024,,,,,,,11.0,,,,
438,Liechtenstein,2001,,,,,,,,0.15,,,
438,Liechtenstein,2002,,,,,,,,0.15,,,
438,Liechtenstein,2003,,,,,,,,0.14,,,
438,Liechtenstein,2004,,,,,,,,0.16,,,
438,Liechtenstein,2005,,,,,,,,0.13,,,
438,Liechtenstein,2006,,,,,,,,0.12,,,
438,Liechtenstein,2007,,,,,,,,0.12,,,
438,Liechtenstein,2008,,,,,,,,0.13,,,
438,Liechtenstein,2009,,,,,,,,0.13,,,
438,Liechtenstein,2010,,,,,,,,0.11,,,
438,Liechtenstein,2011,,,,,,,,0.12,,,
438,Liechtenstein,2012,,,,,,,,0.11,,,
438,Liechtenstein,2013,,,,,,,,0.12,,,
438,Liechtenstein,2014,,,,,,,,0.12,,,
438,Liechtenstein,2015,,,,,,,,0.11,,,
438,Liechtenstein,2016,,,,,,,,0.12,,,
438,Liechtenstein,2017,,,,,,,,0.13,,,
438,Liechtenstein,2018,,,,,,,,0.14,,,
438,Liechtenstein,2019,,,,,,,,0.14,,,
438,Liechtenstein,2020,,,,,,,,0.14,,,
438,Liechtenstein,2021,,,,,,,,0.14,,,
438,Liechtenstein,2022,,,,,,,,0.12,,,
440,Lithuania,2000,,,,,,,12.0,,,,
440,Lithuania,2001,,,,,,,12.0,4.87,,,
440,Lithuania,2002,,,,,,,12.0,4.78,,,
440,Lithuania,2003,,,,,,,14.0,4.42,,,
440,Lithuania,2004,,,,,,,14.0,4.17,3.84,0.92,
440,Lithuania,2005,,,,,,,14.0,4.33,3.22,0.74,
440,Lithuania,2006,,,,,,,17.0,3.86,3.6,0.93,
440,Lithuania,2007,,,,,,,17.0,3.48,3.72,1.07,
440,Lithuania,2008,,,,,,,17.0,3.28,3.07,0.94,
440,Lithuania,2009,,,,,,,17.0,2.54,3.02,1.19,
440,Lithuania,2010,,,51.43,232.48,,,17.0,3.02,2.93,0.97,-0.42
440,Lithuania,2011,,,,,,,17.0,3.49,2.47,0.71,0.71
440,Lithuania,2012,,,,,,,17.0,3.98,2.67,0.67,-0.25
440,Lithuania,2013,,,46.59,285.71,,,17.0,3.54,2.55,0.72,-0.06
440,Lithuania,2014,,,,,,,17.0,3.42,2.56,0.75,-0.06
440,Lithuania,2015,,,,,,389.6,17.0,3.42,2.73,0.8,-0.27
440,Lithuania,2016,,,44.13,321.11,,333.20000000000005,19.0,3.11,2.15,0.69,-0.09
440,Lithuania,2017,,,,,,305.9,19.0,3.51,1.84,0.53,-0.19
440,Lithuania,2018,,,,,,263.1,19.0,2.88,1.53,0.53,-0.88
440,Lithuania,2019,,,,,,275.2,19.0,3.1,1.41,0.46,0.32
440,Lithuania,2020,,,50.47,290.37,,236.4,24.0,3.52,1.48,0.42,0.19
440,Lithuania,2021,,,,,,,24.0,3.31,0.97,0.29,-0.87
440,Lithuania,2022,,,,,,,23.0,4.02,1.29,0.32,2.67
440,Lithuania,2023,,,,,,,29.0,,,,1.27
440,Lithuania,2024,,,,,,,29.0,,,,
442,Luxembourg,2000,,,,,,,,,,,
442,Luxembourg,2001,,,,,,,,0.56,1.32,2.36,
442,Luxembourg,2002,,,,,,,,0.69,1.28,1.85,
442,Luxembourg,2003,,,,,,,,0.46,1.37,2.96,
442,Luxembourg,2004,,,,,,,,0.54,1.22,2.28,
442,Luxembourg,2005,,,,,,,,0.36,1.06,2.99,
442,Luxembourg,2006,,,,,,,3.0,0.31,1.03,3.32,
442,Luxembourg,2007,,,,,,,3.0,0.36,1.02,2.81,
442,Luxembourg,2008,,,,,,,3.0,0.31,0.92,2.98,
442,Luxembourg,2009,,,,,,,3.0,0.23,1.09,4.66,
442,Luxembourg,2010,,,77.67,340.44,,,3.0,0.27,1.04,3.89,-2.77
442,Luxembourg,2011,,,,,,,3.0,0.25,1.07,4.24,-0.59
442,Luxembourg,2012,,,,,,,3.0,0.29,0.93,3.24,0.17
442,Luxembourg,2013,,,96.07,397.8,,,3.0,0.26,0.84,3.22,1.36
442,Luxembourg,2014,,,,,,,3.0,0.29,0.8,2.75,-0.35
442,Luxembourg,2015,,,,,,,3.0,0.22,0.85,3.79,0.17
442,Luxembourg,2016,,,111.33,489.89,,,3.0,0.21,0.68,3.19,0.49
442,Luxembourg,2017,,,,,,,3.0,0.23,0.66,2.83,0.56
442,Luxembourg,2018,,,,,,,3.0,0.23,0.77,3.3,0.08
442,Luxembourg,2019,,,,,,,3.0,0.22,0.74,3.38,-0.77
442,Luxembourg,2020,,,52.52,408.13,,,3.0,0.21,0.7,3.28,1.06
442,Luxembourg,2021,,,,,,,3.0,0.2,0.71,3.65,-1.63
442,Luxembourg,2022,,,,,,,3.0,0.25,0.74,3.01,0.74
442,Luxembourg,2023,,,,,,,5.0,,,,2.91
442,Luxembourg,2024,,,,,,,5.0,,,,
446,"China, Macao SAR",2001,,,,,<0.1,,,,,,
446,"China, Macao SAR",2002,,,,,<0.1,,,,,,
446,"China, Macao SAR",2003,,,,,<0.1,,,,,,
446,"China, Macao SAR",2004,,,,,<0.1,,,,,,
446,"China, Macao SAR",2005,,,,,<0.1,,,,,,
446,"China, Macao SAR",2006,,,,,<0.1,,,,,,
446,"China, Macao SAR",2007,,,,,<0.1,,,,,,
446,"China, Macao SAR",2008,,,,,<0.1,,,,,,
446,"China, Macao SAR",2009,,,,,<0.1,,,,,,
446,"China, Macao SAR",2010,,,,,<0.1,,,,,,
446,"China, Macao SAR",2011,,,,,<0.1,,,,,,
446,"China, Macao SAR",2012,,,,,<0.1,,,,,,
446,"China, Macao SAR",2013,,,,,<0.1,,,,,,
446,"China, Macao SAR",2014,,,,,<0.1,,,,,,
446,"China, Macao SAR",2015,,,,,<0.1,,,,,,
446,"China, Macao SAR",2016,,,,,<0.1,,,,,,
446,"China, Macao SAR",2017,,,,,<0.1,,,,,,
446,"China, Macao SAR",2018,,,,,<0.1,,,,,,
446,"China, Macao SAR",2019,,,,,<0.1,,,,,,
446,"China, Macao SAR",2020,,,,,<0.1,,,,,,
446,"China, Macao SAR",2021,,,,,<0.1,,,,,,
446,"China, Macao SAR",2022,,,,,<0.1,,,,,,
446,"China, Macao SAR",2023,,,,,,,,,,,
450,Madagascar,2000,,,,,,,12.0,,,,
450,Madagascar,2001,,,,,5.7,,12.0,29.95,9.75,0.33,
450,Madagascar,2002,,,,,6.1,,12.0,34.72,4.24,0.12,
450,Madagascar,2003,,,,,6.5,,12.0,31.15,6.47,0.21,
450,Madagascar,2004,,,,,6.4,,12.0,30.47,7.28,0.24,
450,Madagascar,2005,,,,,6.3,,12.0,29.89,9.49,0.32,
450,Madagascar,2006,,,,,6,,17.0,29.24,6.11,0.21,
450,Madagascar,2007,,,,,6.1,,17.0,28.07,6.64,0.24,
450,Madagascar,2008,,,,,6.3,,17.0,27.05,6.38,0.24,
450,Madagascar,2009,,,,,6.1,,17.0,30.47,7.67,0.25,
450,Madagascar,2010,,,,,5.8,,17.0,29.08,3.88,0.13,-1.19
450,Madagascar,2011,,,,,5.7,,17.0,29.05,4.31,0.15,1.19
450,Madagascar,2012,,,,,6.1,,17.0,28.0,4.11,0.15,-0.51
450,Madagascar,2013,,,,,6.6,,17.0,26.49,2.89,0.11,-0.14
450,Madagascar,2014,,,,,7.2,,17.0,25.85,4.5,0.17,-0.28
450,Madagascar,2015,,,,,7.6,,17.0,25.74,3.32,0.13,-0.23
450,Madagascar,2016,,,,,8.2,,17.0,25.13,3.29,0.13,0.17
450,Madagascar,2017,,,,,8.7,,17.0,24.55,3.94,0.16,0.72
450,Madagascar,2018,,,,,9.3,9295.4,17.0,23.97,4.5,0.19,0.83
450,Madagascar,2019,,,,,9.9,9842.9,17.0,22.96,4.37,0.19,-0.46
450,Madagascar,2020,,,,,10.6,10402.5,17.0,25.12,3.32,0.13,-0.12
450,Madagascar,2021,,,,,11.2,11372.2,17.0,23.99,4.22,0.18,0.83
450,Madagascar,2022,,,,,11.8,12373.900000000001,17.0,23.17,,,0.57
450,Madagascar,2023,,,,,,,17.0,,,,0.21
450,Madagascar,2024,,,,,,,17.0,,,,
454,Malawi,2000,,,,,,,4.0,,,,
454,Malawi,2001,,,,,2.7,,4.0,38.84,6.87,0.18,
454,Malawi,2002,,,,,2.8,,4.0,38.82,9.09,0.23,
454,Malawi,2003,,,,,2.9,,4.0,36.22,10.01,0.28,
454,Malawi,2004,143.26,274.64,,,2.9,,4.0,34.71,13.32,0.38,
